data,conta,tipo,categoria,valor,forma_pagamento,descricao
2024-11-08,Zov,Saída,Impostos,39378,PIX,Pagamento
2024-03-27,Mdias,Saída,Operacional,36303,Dinheiro,Pagamento
2024-12-05,Mdias,Saída,Fornecedor,8627,Cartão,Pagamento
2024-11-14,Zov,Entrada,Recebimento Clientes,6160,PIX,Recebimento
2024-03-02,Papaya,Entrada,Outros Recebimentos,40960,TED,Recebimento
2024-12-16,Zov,Entrada,Antecipação,8162,Boleto,Recebimento
2024-11-24,Papaya,Entrada,Outros Recebimentos,31928,Boleto,Recebimento
2024-09-23,Papaya,Entrada,Outros Recebimentos,5145,Cartão,Recebimento
2024-03-04,Mdias,Entrada,Antecipação,12903,PIX,Recebimento
2024-04-13,Zov,Entrada,Recebimento Clientes,27326,Boleto,Recebimento
2024-07-04,Papaya,Entrada,Recebimento Clientes,49354,PIX,Recebimento
2024-08-12,Zov,Saída,Marketing,31291,PIX,Pagamento
2024-12-16,Zov,Saída,Folha de Pagamento,20511,Boleto,Pagamento
2024-05-06,Mdias,Entrada,Antecipação,29951,TED,Recebimento
2024-07-24,Zov,Entrada,Antecipação,46808,Boleto,Recebimento
2024-02-09,Papaya,Saída,Fornecedor,26851,Boleto,Pagamento
2024-03-02,Zov,Saída,Operacional,31138,PIX,Pagamento
2024-11-09,Papaya,Entrada,Antecipação,21409,Dinheiro,Recebimento
2024-06-03,Papaya,Saída,Operacional,2267,Dinheiro,Pagamento
2024-03-23,Papaya,Entrada,Antecipação,16409,Cartão,Recebimento
2024-06-08,Papaya,Entrada,Recebimento Clientes,44999,PIX,Recebimento
2024-10-27,Papaya,Entrada,Antecipação,22675,Boleto,Recebimento
2024-05-28,Zov,Saída,Operacional,21602,Boleto,Pagamento
2024-02-06,Zov,Saída,Operacional,33032,PIX,Pagamento
2024-08-24,Mdias,Entrada,Recebimento Clientes,47199,Cartão,Recebimento
2024-05-12,Papaya,Saída,Impostos,33751,Cartão,Pagamento
2024-05-05,Papaya,Entrada,Antecipação,23649,TED,Recebimento
2024-03-23,Zov,Saída,Operacional,23496,Cartão,Pagamento
2024-07-23,Mdias,Entrada,Antecipação,42537,TED,Recebimento
2024-09-26,Zov,Saída,Fornecedor,910,Cartão,Pagamento
2024-02-10,Zov,Entrada,Antecipação,49843,TED,Recebimento
2024-08-03,Zov,Entrada,Outros Recebimentos,25336,PIX,Recebimento
2024-05-25,Papaya,Saída,Impostos,22009,PIX,Pagamento
2024-07-11,Mdias,Saída,Fornecedor,32586,Boleto,Pagamento
2024-08-17,Mdias,Entrada,Recebimento Clientes,44929,PIX,Recebimento
2024-04-14,Zov,Saída,Fornecedor,26158,TED,Pagamento
2024-07-20,Papaya,Entrada,Recebimento Clientes,13342,Dinheiro,Recebimento
2024-07-28,Zov,Saída,Operacional,5568,Dinheiro,Pagamento
2024-03-27,Zov,Saída,Fornecedor,15686,PIX,Pagamento
2024-11-27,Mdias,Saída,Marketing,2084,Boleto,Pagamento
2024-07-08,Zov,Saída,Marketing,34587,Boleto,Pagamento
2024-01-18,Papaya,Entrada,Outros Recebimentos,16522,TED,Recebimento
2024-11-07,Mdias,Saída,Fornecedor,7520,Cartão,Pagamento
2024-10-18,Papaya,Saída,Marketing,7524,Boleto,Pagamento
2024-10-03,Zov,Entrada,Antecipação,25634,Cartão,Recebimento
2024-12-12,Papaya,Entrada,Outros Recebimentos,21927,Boleto,Recebimento
2024-05-24,Papaya,Entrada,Recebimento Clientes,4846,Boleto,Recebimento
2024-03-10,Mdias,Saída,Fornecedor,13114,Boleto,Pagamento
2024-06-21,Papaya,Entrada,Outros Recebimentos,47571,PIX,Recebimento
2024-10-11,Papaya,Saída,Marketing,6278,Dinheiro,Pagamento
2024-12-17,Mdias,Entrada,Recebimento Clientes,37644,Boleto,Recebimento
2024-11-05,Zov,Entrada,Outros Recebimentos,41001,Boleto,Recebimento
2024-05-20,Papaya,Saída,Operacional,6849,TED,Pagamento
2024-03-04,Mdias,Saída,Marketing,7951,PIX,Pagamento
2024-04-11,Papaya,Saída,Operacional,9966,Dinheiro,Pagamento
2024-10-21,Papaya,Entrada,Recebimento Clientes,43748,PIX,Recebimento
2024-06-27,Zov,Saída,Folha de Pagamento,13324,Boleto,Pagamento
2024-04-06,Zov,Saída,Impostos,9275,Cartão,Pagamento
2024-06-10,Zov,Entrada,Antecipação,35861,Dinheiro,Recebimento
2024-02-09,Papaya,Saída,Operacional,23438,Boleto,Pagamento
2024-11-17,Zov,Saída,Marketing,4889,Dinheiro,Pagamento
2024-06-04,Papaya,Entrada,Recebimento Clientes,38489,PIX,Recebimento
2024-03-18,Papaya,Entrada,Antecipação,6383,Cartão,Recebimento
2024-03-04,Papaya,Entrada,Recebimento Clientes,7228,Cartão,Recebimento
2024-02-14,Zov,Saída,Fornecedor,39523,Dinheiro,Pagamento
2024-02-27,Zov,Entrada,Antecipação,28883,Boleto,Recebimento
2024-04-16,Zov,Saída,Operacional,37203,Dinheiro,Pagamento
2024-12-23,Papaya,Entrada,Outros Recebimentos,23470,Boleto,Recebimento
2024-02-11,Mdias,Entrada,Antecipação,45536,Boleto,Recebimento
2024-08-28,Mdias,Saída,Fornecedor,20098,Cartão,Pagamento
2024-11-26,Zov,Saída,Impostos,10348,TED,Pagamento
2024-09-03,Mdias,Entrada,Recebimento Clientes,40265,TED,Recebimento
2024-12-12,Papaya,Saída,Operacional,24505,Dinheiro,Pagamento
2024-07-22,Papaya,Entrada,Recebimento Clientes,40110,Cartão,Recebimento
2024-08-12,Papaya,Entrada,Outros Recebimentos,38419,PIX,Recebimento
2024-08-24,Mdias,Entrada,Outros Recebimentos,47113,TED,Recebimento
2024-12-01,Zov,Entrada,Recebimento Clientes,22016,Dinheiro,Recebimento
2024-05-05,Papaya,Entrada,Recebimento Clientes,15903,TED,Recebimento
2024-09-04,Zov,Saída,Fornecedor,16496,Cartão,Pagamento
2024-06-06,Mdias,Saída,Folha de Pagamento,3532,Cartão,Pagamento
2024-08-08,Papaya,Entrada,Recebimento Clientes,11770,PIX,Recebimento
2024-11-18,Zov,Entrada,Recebimento Clientes,8591,TED,Recebimento
2024-11-14,Mdias,Entrada,Recebimento Clientes,36478,Boleto,Recebimento
2024-06-16,Zov,Entrada,Outros Recebimentos,31552,Dinheiro,Recebimento
2024-08-04,Papaya,Saída,Folha de Pagamento,39562,Boleto,Pagamento
2024-05-06,Mdias,Saída,Marketing,30399,Boleto,Pagamento
2024-10-13,Zov,Entrada,Antecipação,17463,TED,Recebimento
2024-02-09,Papaya,Entrada,Antecipação,11100,PIX,Recebimento
2024-07-21,Papaya,Entrada,Recebimento Clientes,5859,Dinheiro,Recebimento
2024-05-27,Zov,Saída,Folha de Pagamento,8873,Boleto,Pagamento
2024-01-13,Papaya,Entrada,Outros Recebimentos,44221,Boleto,Recebimento
2024-08-21,Papaya,Saída,Folha de Pagamento,40122,Dinheiro,Pagamento
2024-06-02,Mdias,Saída,Fornecedor,21112,Cartão,Pagamento
2024-07-12,Zov,Entrada,Antecipação,34404,Boleto,Recebimento
2024-02-23,Papaya,Saída,Folha de Pagamento,16163,Cartão,Pagamento
2024-05-24,Mdias,Saída,Operacional,35486,TED,Pagamento
2024-12-27,Papaya,Entrada,Antecipação,49518,Cartão,Recebimento
2024-11-23,Mdias,Entrada,Outros Recebimentos,47854,PIX,Recebimento
2024-09-22,Mdias,Saída,Operacional,4089,Dinheiro,Pagamento
2024-03-05,Zov,Saída,Impostos,5697,Boleto,Pagamento
2024-02-04,Papaya,Saída,Operacional,13543,Dinheiro,Pagamento
2024-12-24,Zov,Entrada,Antecipação,22897,PIX,Recebimento
2024-04-22,Papaya,Entrada,Outros Recebimentos,45378,PIX,Recebimento
2024-04-22,Papaya,Saída,Fornecedor,31868,TED,Pagamento
2024-08-27,Mdias,Saída,Folha de Pagamento,23348,Cartão,Pagamento
2024-06-07,Zov,Saída,Operacional,22899,PIX,Pagamento
2024-11-10,Mdias,Saída,Marketing,4641,Boleto,Pagamento
2024-11-17,Zov,Entrada,Outros Recebimentos,28203,PIX,Recebimento
2024-12-25,Zov,Saída,Impostos,38716,TED,Pagamento
2024-08-18,Zov,Entrada,Outros Recebimentos,36386,Cartão,Recebimento
2024-04-03,Papaya,Entrada,Recebimento Clientes,18009,Cartão,Recebimento
2024-06-11,Zov,Entrada,Antecipação,13913,PIX,Recebimento
2024-01-15,Zov,Saída,Operacional,19370,Dinheiro,Pagamento
2024-06-01,Mdias,Saída,Fornecedor,31943,Boleto,Pagamento
2024-02-07,Zov,Saída,Marketing,14914,Dinheiro,Pagamento
2024-11-25,Zov,Saída,Operacional,3979,Cartão,Pagamento
2024-01-16,Mdias,Saída,Folha de Pagamento,19210,PIX,Pagamento
2024-06-15,Zov,Entrada,Recebimento Clientes,39369,Dinheiro,Recebimento
2024-06-21,Zov,Saída,Marketing,19149,Dinheiro,Pagamento
2024-11-28,Zov,Saída,Impostos,37758,Cartão,Pagamento
2024-08-13,Papaya,Saída,Impostos,11385,PIX,Pagamento
2024-06-15,Mdias,Entrada,Outros Recebimentos,37481,PIX,Recebimento
2024-11-21,Zov,Saída,Marketing,28860,Cartão,Pagamento
2024-11-20,Zov,Entrada,Outros Recebimentos,43663,PIX,Recebimento
2024-06-12,Mdias,Saída,Folha de Pagamento,1050,Dinheiro,Pagamento
2024-01-23,Zov,Entrada,Antecipação,23277,Dinheiro,Recebimento
2024-07-13,Papaya,Saída,Impostos,1111,TED,Pagamento
2024-10-04,Papaya,Saída,Impostos,17816,Cartão,Pagamento
2024-03-18,Papaya,Entrada,Outros Recebimentos,3501,Dinheiro,Recebimento
2024-09-05,Papaya,Saída,Marketing,14362,Dinheiro,Pagamento
2024-01-27,Zov,Entrada,Outros Recebimentos,45135,PIX,Recebimento
2024-02-03,Zov,Saída,Fornecedor,11163,Boleto,Pagamento
2024-09-08,Papaya,Saída,Operacional,28948,TED,Pagamento
2024-09-17,Zov,Saída,Operacional,23749,Dinheiro,Pagamento
2024-09-03,Zov,Entrada,Antecipação,22808,Dinheiro,Recebimento
2024-05-02,Papaya,Saída,Impostos,9745,TED,Pagamento
2024-03-12,Papaya,Entrada,Recebimento Clientes,9645,TED,Recebimento
2024-01-01,Zov,Saída,Folha de Pagamento,16002,Boleto,Pagamento
2024-08-03,Mdias,Saída,Impostos,33576,Dinheiro,Pagamento
2024-07-26,Zov,Saída,Impostos,3736,Boleto,Pagamento
2024-10-01,Zov,Saída,Impostos,34033,TED,Pagamento
2024-08-07,Mdias,Saída,Operacional,1830,Cartão,Pagamento
2024-05-06,Papaya,Saída,Impostos,14139,Boleto,Pagamento
2024-07-21,Zov,Saída,Impostos,19158,Boleto,Pagamento
2024-10-25,Papaya,Entrada,Recebimento Clientes,19374,Cartão,Recebimento
2024-01-18,Zov,Saída,Folha de Pagamento,848,Dinheiro,Pagamento
2024-11-07,Papaya,Entrada,Outros Recebimentos,38973,Dinheiro,Recebimento
2024-12-28,Zov,Saída,Impostos,23465,Dinheiro,Pagamento
2024-12-04,Mdias,Saída,Folha de Pagamento,14088,Cartão,Pagamento
2024-11-09,Papaya,Saída,Fornecedor,12575,Cartão,Pagamento
2024-03-13,Zov,Saída,Fornecedor,29763,TED,Pagamento
2024-04-15,Zov,Saída,Operacional,35538,PIX,Pagamento
2024-06-09,Mdias,Saída,Impostos,6779,TED,Pagamento
2024-12-14,Papaya,Saída,Impostos,35274,Dinheiro,Pagamento
2024-10-18,Papaya,Entrada,Antecipação,9422,TED,Recebimento
2024-03-05,Papaya,Entrada,Antecipação,36968,Dinheiro,Recebimento
2024-08-18,Papaya,Saída,Impostos,26281,Cartão,Pagamento
2024-10-21,Papaya,Saída,Operacional,27029,TED,Pagamento
2024-01-13,Mdias,Saída,Operacional,5841,TED,Pagamento
2024-03-04,Mdias,Entrada,Antecipação,39544,Cartão,Recebimento
2024-11-12,Mdias,Saída,Impostos,22925,Boleto,Pagamento
2024-04-13,Papaya,Entrada,Antecipação,41891,Cartão,Recebimento
2024-11-18,Zov,Entrada,Recebimento Clientes,25864,Boleto,Recebimento
2024-07-07,Zov,Saída,Impostos,19639,Cartão,Pagamento
2024-10-13,Zov,Entrada,Recebimento Clientes,40630,Cartão,Recebimento
2024-12-04,Papaya,Saída,Operacional,36142,Cartão,Pagamento
2024-10-06,Papaya,Entrada,Outros Recebimentos,24128,Cartão,Recebimento
2024-01-25,Papaya,Saída,Impostos,4762,TED,Pagamento
2024-02-08,Papaya,Entrada,Antecipação,8791,TED,Recebimento
2024-08-17,Mdias,Entrada,Recebimento Clientes,8968,Dinheiro,Recebimento
2024-11-05,Mdias,Saída,Operacional,29603,Boleto,Pagamento
2024-10-09,Mdias,Saída,Fornecedor,3633,Dinheiro,Pagamento
2024-07-14,Papaya,Entrada,Recebimento Clientes,45879,PIX,Recebimento
2024-07-22,Papaya,Entrada,Recebimento Clientes,27550,Boleto,Recebimento
2024-03-03,Zov,Entrada,Outros Recebimentos,38932,Cartão,Recebimento
2024-04-05,Zov,Entrada,Antecipação,27739,PIX,Recebimento
2024-03-08,Mdias,Saída,Impostos,17809,Cartão,Pagamento
2024-08-16,Papaya,Saída,Marketing,18169,Boleto,Pagamento
2024-08-21,Papaya,Entrada,Antecipação,36713,PIX,Recebimento
2024-03-19,Mdias,Entrada,Antecipação,23223,Boleto,Recebimento
2024-01-10,Papaya,Entrada,Recebimento Clientes,44646,Cartão,Recebimento
2024-01-19,Zov,Saída,Fornecedor,31198,TED,Pagamento
2024-11-14,Mdias,Saída,Folha de Pagamento,27797,Cartão,Pagamento
2024-01-12,Zov,Saída,Folha de Pagamento,26453,TED,Pagamento
2024-10-15,Zov,Saída,Folha de Pagamento,16956,TED,Pagamento
2024-06-26,Papaya,Saída,Impostos,33629,Dinheiro,Pagamento
2024-04-03,Papaya,Saída,Marketing,17236,Dinheiro,Pagamento
2024-04-19,Zov,Saída,Folha de Pagamento,26587,PIX,Pagamento
2024-07-11,Mdias,Entrada,Antecipação,27008,PIX,Recebimento
2024-03-24,Papaya,Entrada,Outros Recebimentos,39640,Dinheiro,Recebimento
2024-10-21,Mdias,Entrada,Recebimento Clientes,43211,PIX,Recebimento
2024-07-05,Zov,Saída,Marketing,6131,Dinheiro,Pagamento
2024-06-23,Papaya,Entrada,Antecipação,34068,Boleto,Recebimento
2024-06-28,Papaya,Entrada,Recebimento Clientes,3664,TED,Recebimento
2024-06-08,Mdias,Saída,Marketing,33596,PIX,Pagamento
2024-02-02,Mdias,Entrada,Antecipação,20518,Cartão,Recebimento
2024-03-12,Papaya,Entrada,Recebimento Clientes,46241,Dinheiro,Recebimento
2024-12-05,Mdias,Saída,Folha de Pagamento,30468,PIX,Pagamento
2024-06-01,Papaya,Entrada,Recebimento Clientes,771,Boleto,Recebimento
2024-02-22,Mdias,Saída,Impostos,6562,Boleto,Pagamento
2024-01-27,Mdias,Entrada,Outros Recebimentos,30185,Cartão,Recebimento
2024-06-05,Zov,Entrada,Recebimento Clientes,47020,Dinheiro,Recebimento
2024-07-11,Papaya,Entrada,Recebimento Clientes,41388,Cartão,Recebimento
2024-03-22,Papaya,Entrada,Antecipação,31376,Dinheiro,Recebimento
2024-11-04,Mdias,Entrada,Recebimento Clientes,3489,TED,Recebimento
2024-07-11,Zov,Entrada,Antecipação,19898,Dinheiro,Recebimento
2024-07-16,Papaya,Saída,Impostos,38205,PIX,Pagamento
2024-04-24,Papaya,Entrada,Antecipação,30910,PIX,Recebimento
2024-05-04,Papaya,Saída,Folha de Pagamento,40131,Dinheiro,Pagamento
2024-06-01,Papaya,Saída,Marketing,14214,TED,Pagamento
2024-07-25,Mdias,Saída,Marketing,29309,Cartão,Pagamento
2024-10-20,Mdias,Saída,Fornecedor,4521,PIX,Pagamento
2024-02-26,Papaya,Entrada,Outros Recebimentos,48054,Dinheiro,Recebimento
2024-08-13,Mdias,Entrada,Outros Recebimentos,50315,PIX,Recebimento
2024-09-08,Papaya,Saída,Folha de Pagamento,13461,PIX,Pagamento
2024-04-22,Mdias,Saída,Folha de Pagamento,25457,Cartão,Pagamento
2024-08-10,Papaya,Entrada,Recebimento Clientes,1660,Cartão,Recebimento
2024-05-12,Zov,Entrada,Antecipação,49080,PIX,Recebimento
2024-03-12,Zov,Saída,Operacional,32606,Boleto,Pagamento
2024-01-03,Papaya,Entrada,Antecipação,11785,Dinheiro,Recebimento
2024-08-04,Zov,Entrada,Antecipação,43317,TED,Recebimento
2024-06-06,Mdias,Entrada,Outros Recebimentos,8328,PIX,Recebimento
2024-10-11,Zov,Saída,Folha de Pagamento,9236,Boleto,Pagamento
2024-05-23,Mdias,Saída,Impostos,1716,Cartão,Pagamento
2024-01-19,Papaya,Saída,Operacional,15481,TED,Pagamento
2024-06-10,Mdias,Entrada,Outros Recebimentos,19795,TED,Recebimento
2024-03-06,Zov,Entrada,Outros Recebimentos,23756,Cartão,Recebimento
2024-03-03,Papaya,Saída,Impostos,27006,TED,Pagamento
2024-06-10,Zov,Saída,Operacional,38524,PIX,Pagamento
2024-03-08,Mdias,Saída,Folha de Pagamento,37427,PIX,Pagamento
2024-09-04,Zov,Saída,Fornecedor,21364,Cartão,Pagamento
2024-11-01,Zov,Saída,Marketing,35415,Boleto,Pagamento
2024-08-28,Papaya,Saída,Impostos,34835,Dinheiro,Pagamento
2024-07-10,Zov,Saída,Fornecedor,34354,Boleto,Pagamento
2024-06-01,Papaya,Saída,Folha de Pagamento,12211,PIX,Pagamento
2024-07-19,Papaya,Entrada,Antecipação,14264,PIX,Recebimento
2024-07-18,Papaya,Saída,Impostos,11686,PIX,Pagamento
2024-04-14,Zov,Entrada,Recebimento Clientes,32088,Boleto,Recebimento
2024-01-13,Mdias,Saída,Operacional,6922,Cartão,Pagamento
2024-01-07,Zov,Entrada,Recebimento Clientes,2869,Cartão,Recebimento
2024-01-12,Mdias,Entrada,Antecipação,11398,TED,Recebimento
2024-04-09,Papaya,Entrada,Antecipação,31270,Cartão,Recebimento
2024-02-21,Mdias,Entrada,Recebimento Clientes,49048,TED,Recebimento
2024-10-21,Zov,Saída,Fornecedor,37721,Dinheiro,Pagamento
2024-07-24,Papaya,Saída,Marketing,39938,Boleto,Pagamento
2024-04-11,Mdias,Entrada,Antecipação,10057,Dinheiro,Recebimento
2024-01-28,Mdias,Saída,Operacional,5090,Cartão,Pagamento
2024-11-16,Papaya,Entrada,Outros Recebimentos,47789,PIX,Recebimento
2024-10-01,Zov,Entrada,Outros Recebimentos,15163,Cartão,Recebimento
2024-11-09,Zov,Saída,Marketing,31718,PIX,Pagamento
2024-12-09,Mdias,Entrada,Recebimento Clientes,45152,Cartão,Recebimento
2024-06-24,Mdias,Entrada,Outros Recebimentos,26976,TED,Recebimento
2024-04-06,Zov,Entrada,Antecipação,45594,TED,Recebimento
2024-04-04,Papaya,Saída,Folha de Pagamento,1798,Cartão,Pagamento
2024-08-17,Zov,Saída,Marketing,10509,Boleto,Pagamento
2024-09-21,Mdias,Entrada,Antecipação,11409,Dinheiro,Recebimento
2024-05-14,Zov,Entrada,Recebimento Clientes,26531,Boleto,Recebimento
2024-12-02,Mdias,Saída,Operacional,30874,Boleto,Pagamento
2024-04-20,Zov,Saída,Fornecedor,28523,PIX,Pagamento
2024-02-21,Mdias,Saída,Operacional,38153,PIX,Pagamento
2024-02-17,Mdias,Saída,Marketing,16531,Boleto,Pagamento
2024-05-23,Zov,Saída,Folha de Pagamento,23340,TED,Pagamento
2024-10-20,Zov,Saída,Operacional,39139,Dinheiro,Pagamento
2024-11-17,Zov,Saída,Folha de Pagamento,22213,TED,Pagamento
2024-08-26,Zov,Entrada,Outros Recebimentos,35492,Dinheiro,Recebimento
2024-10-14,Mdias,Saída,Impostos,10239,Cartão,Pagamento
2024-06-21,Mdias,Saída,Fornecedor,23743,Boleto,Pagamento
2024-10-24,Mdias,Entrada,Outros Recebimentos,8449,TED,Recebimento
2024-11-08,Zov,Saída,Impostos,26103,PIX,Pagamento
2024-12-24,Zov,Saída,Impostos,8925,Boleto,Pagamento
2024-10-25,Zov,Entrada,Antecipação,33405,Cartão,Recebimento
2024-02-25,Mdias,Entrada,Outros Recebimentos,26176,Cartão,Recebimento
2024-04-16,Papaya,Entrada,Recebimento Clientes,5441,Dinheiro,Recebimento
2024-04-21,Zov,Saída,Marketing,31832,Cartão,Pagamento
2024-05-05,Zov,Saída,Operacional,14829,PIX,Pagamento
2024-12-14,Papaya,Saída,Marketing,14831,Dinheiro,Pagamento
2024-10-11,Zov,Entrada,Recebimento Clientes,1620,Boleto,Recebimento
2024-01-28,Papaya,Saída,Impostos,38717,PIX,Pagamento
2024-07-11,Papaya,Saída,Fornecedor,39144,TED,Pagamento
2024-12-07,Zov,Entrada,Outros Recebimentos,25978,PIX,Recebimento
2024-06-25,Papaya,Entrada,Antecipação,43782,Boleto,Recebimento
2024-02-09,Papaya,Entrada,Recebimento Clientes,46068,Dinheiro,Recebimento
2024-03-25,Mdias,Saída,Impostos,18086,PIX,Pagamento
2024-03-20,Papaya,Entrada,Recebimento Clientes,9445,Boleto,Recebimento
2024-07-16,Zov,Entrada,Antecipação,1435,PIX,Recebimento
2024-12-10,Zov,Entrada,Recebimento Clientes,28700,Boleto,Recebimento
2024-09-23,Mdias,Entrada,Recebimento Clientes,46098,PIX,Recebimento
2024-03-26,Zov,Entrada,Antecipação,36908,Dinheiro,Recebimento
2024-09-07,Zov,Saída,Impostos,30426,Dinheiro,Pagamento
2024-02-21,Zov,Entrada,Antecipação,40893,Cartão,Recebimento
2024-01-24,Zov,Entrada,Outros Recebimentos,28355,Boleto,Recebimento
2024-08-11,Mdias,Entrada,Outros Recebimentos,46152,Boleto,Recebimento
2024-03-23,Mdias,Saída,Fornecedor,13271,Dinheiro,Pagamento
2024-01-27,Mdias,Saída,Fornecedor,10158,Cartão,Pagamento
2024-02-16,Mdias,Entrada,Antecipação,36834,Cartão,Recebimento
2024-07-04,Papaya,Saída,Fornecedor,8475,Cartão,Pagamento
2024-11-08,Zov,Entrada,Antecipação,8309,PIX,Recebimento
2024-01-12,Mdias,Entrada,Antecipação,29436,PIX,Recebimento
2024-03-15,Papaya,Saída,Fornecedor,12270,Cartão,Pagamento
2024-05-19,Zov,Saída,Folha de Pagamento,35769,Dinheiro,Pagamento
2024-03-09,Zov,Entrada,Outros Recebimentos,14602,TED,Recebimento
2024-08-16,Mdias,Saída,Impostos,39237,TED,Pagamento
2024-10-01,Zov,Entrada,Antecipação,31207,Boleto,Recebimento
2024-02-15,Mdias,Saída,Fornecedor,37240,TED,Pagamento
2024-01-17,Mdias,Entrada,Recebimento Clientes,23549,TED,Recebimento
2024-12-23,Papaya,Saída,Marketing,2145,Boleto,Pagamento
2024-10-01,Papaya,Saída,Operacional,20574,Cartão,Pagamento
2024-12-15,Zov,Saída,Operacional,33231,PIX,Pagamento
2024-12-01,Mdias,Entrada,Outros Recebimentos,32673,PIX,Recebimento
2024-11-18,Zov,Saída,Marketing,12224,Cartão,Pagamento
2024-01-25,Papaya,Saída,Marketing,10207,Boleto,Pagamento
2024-05-05,Zov,Entrada,Antecipação,50052,TED,Recebimento
2024-09-04,Papaya,Saída,Fornecedor,28599,TED,Pagamento
2024-03-26,Zov,Entrada,Recebimento Clientes,6828,Boleto,Recebimento
2024-05-16,Mdias,Entrada,Recebimento Clientes,22028,Boleto,Recebimento
2024-10-01,Papaya,Entrada,Recebimento Clientes,15482,PIX,Recebimento
2024-05-27,Mdias,Entrada,Recebimento Clientes,32342,PIX,Recebimento
2024-07-24,Mdias,Entrada,Recebimento Clientes,38771,Cartão,Recebimento
2024-12-13,Zov,Entrada,Outros Recebimentos,5952,PIX,Recebimento
2024-10-14,Mdias,Saída,Marketing,34902,PIX,Pagamento
2024-11-12,Zov,Entrada,Recebimento Clientes,28693,Cartão,Recebimento
2024-03-06,Papaya,Saída,Folha de Pagamento,30952,Boleto,Pagamento
2024-06-18,Mdias,Entrada,Recebimento Clientes,36804,PIX,Recebimento
2024-06-11,Zov,Entrada,Outros Recebimentos,13503,Boleto,Recebimento
2024-02-26,Papaya,Saída,Folha de Pagamento,14228,Boleto,Pagamento
2024-02-23,Mdias,Saída,Marketing,35452,Boleto,Pagamento
2024-05-07,Mdias,Saída,Fornecedor,25694,TED,Pagamento
2024-07-03,Zov,Entrada,Outros Recebimentos,33056,TED,Recebimento
2024-05-17,Mdias,Entrada,Antecipação,31181,Dinheiro,Recebimento
2024-03-16,Papaya,Entrada,Recebimento Clientes,22480,TED,Recebimento
2024-07-24,Zov,Entrada,Recebimento Clientes,13349,Boleto,Recebimento
2024-10-24,Papaya,Saída,Fornecedor,23985,Dinheiro,Pagamento
2024-08-16,Mdias,Saída,Folha de Pagamento,16887,Boleto,Pagamento
2024-11-03,Papaya,Entrada,Recebimento Clientes,31982,Boleto,Recebimento
2024-08-05,Papaya,Saída,Marketing,7325,Dinheiro,Pagamento
2024-07-07,Mdias,Saída,Folha de Pagamento,18694,PIX,Pagamento
2024-07-26,Papaya,Entrada,Recebimento Clientes,48259,Boleto,Recebimento
2024-02-28,Mdias,Entrada,Recebimento Clientes,10954,TED,Recebimento
2024-03-01,Mdias,Saída,Marketing,28693,PIX,Pagamento
2024-01-13,Papaya,Saída,Folha de Pagamento,30921,TED,Pagamento
2024-03-18,Papaya,Entrada,Antecipação,2015,PIX,Recebimento
2024-12-16,Zov,Entrada,Outros Recebimentos,29944,TED,Recebimento
2024-05-16,Zov,Entrada,Antecipação,38863,Boleto,Recebimento
2024-05-08,Papaya,Saída,Impostos,33364,Dinheiro,Pagamento
2024-10-05,Papaya,Saída,Folha de Pagamento,4864,PIX,Pagamento
2024-01-01,Mdias,Saída,Operacional,14255,Boleto,Pagamento
2024-12-07,Papaya,Entrada,Antecipação,1603,PIX,Recebimento
2024-03-15,Papaya,Entrada,Recebimento Clientes,27164,TED,Recebimento
2024-07-01,Papaya,Entrada,Outros Recebimentos,13725,Boleto,Recebimento
2024-09-28,Mdias,Saída,Marketing,22758,Dinheiro,Pagamento
2024-02-08,Zov,Entrada,Outros Recebimentos,36248,Cartão,Recebimento
2024-04-22,Zov,Saída,Fornecedor,8065,PIX,Pagamento
2024-03-28,Papaya,Entrada,Antecipação,13877,PIX,Recebimento
2024-04-05,Mdias,Entrada,Antecipação,27010,Cartão,Recebimento
2024-11-01,Papaya,Entrada,Outros Recebimentos,31604,Boleto,Recebimento
2024-02-28,Zov,Saída,Operacional,28110,Dinheiro,Pagamento
2024-06-02,Zov,Saída,Folha de Pagamento,28011,Cartão,Pagamento
2024-08-06,Zov,Entrada,Antecipação,40653,Cartão,Recebimento
2024-05-24,Zov,Saída,Marketing,39892,Boleto,Pagamento
2024-03-14,Papaya,Entrada,Antecipação,23364,PIX,Recebimento
2024-12-13,Papaya,Entrada,Antecipação,39575,PIX,Recebimento
2024-09-27,Papaya,Saída,Fornecedor,23070,Cartão,Pagamento
2024-02-14,Zov,Saída,Impostos,19584,PIX,Pagamento
2024-10-17,Mdias,Entrada,Recebimento Clientes,46724,PIX,Recebimento
2024-01-21,Zov,Saída,Operacional,13907,Cartão,Pagamento
2024-11-05,Papaya,Saída,Marketing,32275,Boleto,Pagamento
2024-09-24,Mdias,Saída,Fornecedor,17806,TED,Pagamento
2024-01-05,Mdias,Entrada,Antecipação,29032,Boleto,Recebimento
2024-11-18,Mdias,Saída,Marketing,2713,PIX,Pagamento
2024-02-25,Papaya,Entrada,Outros Recebimentos,37397,TED,Recebimento
2024-12-22,Mdias,Entrada,Antecipação,49664,Cartão,Recebimento
2024-05-21,Zov,Saída,Fornecedor,26531,Boleto,Pagamento
2024-01-06,Zov,Saída,Fornecedor,37787,PIX,Pagamento
2024-09-21,Zov,Entrada,Outros Recebimentos,30899,Dinheiro,Recebimento
